,carat,cut,color,clarity,depth,table,x,y,z,city,price
17613,1.01,Premium,H,SI2,61.1,60.0,6.46,6.41,3.93,Antwerp,3054
17614,0.71,Very Good,E,VS2,63.5,59.0,5.68,5.59,3.58,Antwerp,2858
17615,0.64,Ideal,G,VVS2,61.8,54.0,5.53,5.56,3.42,Antwerp,2587
17616,0.31,Ideal,G,VS1,62.1,55.0,4.33,4.37,2.7,Antwerp,625
17617,0.64,Very Good,F,SI1,60.7,59.0,5.51,5.59,3.37,Antwerp,1688
17618,1.65,Ideal,G,VS2,60.8,56.0,7.65,7.7,4.67,Antwerp,14456
17619,0.3,Premium,D,VVS2,62.4,58.0,4.26,4.3,2.67,Antwerp,752
17620,1.51,Very Good,F,VS1,62.6,57.0,7.25,7.29,4.55,Antwerp,14976
17621,1.03,Premium,G,SI1,60.5,60.0,6.52,6.48,3.93,Antwerp,5105
17622,1.0,Premium,J,VVS2,59.6,61.0,6.4,6.36,3.8,Antwerp,3864
17623,0.93,Ideal,H,SI1,62.8,56.0,6.19,6.27,3.91,Antwerp,3988
17624,0.23,Premium,F,VVS2,61.3,59.0,3.94,3.99,2.43,Antwerp,445
17625,1.5,Premium,D,SI1,62.4,58.0,7.27,7.31,4.55,Antwerp,12069
17626,0.35,Ideal,H,VVS2,62.5,57.0,4.48,4.54,2.82,Antwerp,706
17627,0.71,Ideal,H,VVS1,61.1,56.0,5.78,5.81,3.53,Antwerp,3137
17628,0.33,Ideal,H,VS1,61.6,55.0,4.46,4.48,2.75,Antwerp,610
17629,0.91,Good,G,SI1,64.3,60.0,6.04,6.12,3.91,Antwerp,3344
17630,1.01,Premium,E,VS1,62.0,59.0,6.42,6.38,3.97,Antwerp,7964
17631,0.39,Premium,F,VS1,60.6,55.0,4.77,4.73,2.88,Antwerp,1092
17632,0.33,Premium,G,VS1,60.3,58.0,4.5,4.52,2.72,Antwerp,621
17633,0.7,Very Good,I,VS1,63.3,55.0,5.64,5.6,3.56,Antwerp,1995
17634,1.14,Very Good,J,SI1,63.3,55.0,6.6,6.67,4.2,Antwerp,4173
17635,1.33,Ideal,G,VVS1,62.2,54.0,7.02,7.06,4.38,Antwerp,12255
17636,1.15,Premium,H,SI1,62.0,58.0,6.77,6.66,4.16,Antwerp,5506
17637,1.01,Premium,E,SI1,63.0,61.0,6.42,6.37,4.03,Antwerp,5077
17638,1.19,Premium,I,VS2,61.7,57.0,6.84,6.77,4.2,Antwerp,5439
17639,0.36,Ideal,F,VS2,61.5,55.0,4.6,4.57,2.82,Antwerp,807
17640,2.01,Very Good,H,SI1,60.1,60.0,8.25,8.2,4.94,Antwerp,17476
17641,1.02,Premium,H,VS2,61.8,58.0,6.49,6.43,3.99,Antwerp,5241
17642,1.54,Premium,D,VS2,62.7,59.0,7.33,7.29,4.58,Antwerp,16921
17643,0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,Antwerp,4304
17644,1.7,Very Good,H,SI2,60.8,56.0,7.67,7.72,4.68,Antwerp,10255
17645,1.26,Ideal,G,SI1,59.6,57.0,7.08,7.04,4.21,Antwerp,6738
17646,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,Antwerp,2858
17647,0.54,Good,E,SI2,63.8,54.0,5.17,5.18,3.3,Antwerp,1163
17648,2.13,Very Good,J,SI1,62.8,58.0,8.13,8.17,5.12,Antwerp,13996
17649,0.7,Good,F,SI1,64.3,63.0,5.58,5.55,3.58,Antwerp,2059
17650,1.01,Fair,E,SI2,64.6,59.0,6.22,6.18,4.01,Antwerp,3294
17651,1.01,Ideal,E,SI1,62.1,54.0,6.5,6.41,4.01,Antwerp,5599
17652,0.78,Ideal,D,SI2,61.4,57.0,5.91,5.94,3.64,Antwerp,3454
17653,0.3,Ideal,G,VVS2,61.8,57.0,4.29,4.32,2.66,Antwerp,665
17654,0.41,Premium,E,VS1,60.6,59.0,4.8,4.77,2.9,Antwerp,1153
17655,0.64,Very Good,D,SI1,62.2,55.0,5.51,5.55,3.44,Antwerp,1967
17656,0.38,Ideal,H,IF,60.0,60.0,4.71,4.76,2.84,Antwerp,1064
17657,0.54,Ideal,H,SI1,62.2,56.0,5.26,5.19,3.25,Antwerp,1240
17658,1.51,Premium,H,SI1,60.6,59.0,7.45,7.41,4.5,Antwerp,10519
17659,1.2,Premium,E,SI1,60.3,57.0,6.98,6.84,4.17,Antwerp,7362
17660,1.55,Ideal,J,SI1,61.7,54.0,7.42,7.55,4.62,Antwerp,7987
17661,0.22,Premium,F,SI1,60.4,61.0,3.88,3.84,2.33,Antwerp,342
17662,0.66,Good,G,VS1,59.0,62.0,5.66,5.72,3.35,Antwerp,2055
17663,0.97,Good,I,VS2,64.5,61.0,6.16,6.21,3.99,Antwerp,4355
17664,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,Antwerp,10914
17665,0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,Antwerp,454
17666,1.29,Ideal,J,SI1,61.6,58.0,6.96,6.99,4.3,Antwerp,5607
17667,0.7,Good,G,SI1,64.0,55.0,5.62,5.59,3.59,Antwerp,2016
17668,0.36,Premium,G,SI2,60.8,58.0,4.61,4.57,2.79,Antwerp,608
17669,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,Antwerp,17989
17670,0.34,Ideal,H,VS1,62.4,55.0,4.48,4.5,2.8,Antwerp,615
17671,0.35,Premium,E,VS2,60.4,60.0,4.52,4.55,2.74,Antwerp,767
17672,1.5,Very Good,H,SI2,62.3,60.0,7.28,7.22,4.52,Antwerp,7775
17673,0.3,Ideal,G,VS1,61.5,57.0,4.31,4.34,2.66,Antwerp,605
17674,0.23,Good,F,VVS1,58.1,52.0,4.03,4.1,2.36,Antwerp,458
17675,1.22,Ideal,E,SI2,62.7,57.0,6.84,6.81,4.28,Antwerp,6343
17676,1.01,Very Good,D,SI1,61.8,58.0,6.33,6.38,3.93,Antwerp,5812
17677,1.27,Very Good,J,SI1,60.9,59.0,6.96,7.04,4.26,Antwerp,5224
17678,0.37,Ideal,G,IF,62.1,54.0,4.6,4.64,2.87,Antwerp,1056
17679,0.34,Very Good,F,VVS2,59.6,60.0,4.54,4.59,2.72,Antwerp,724
17680,0.32,Ideal,D,VVS2,62.2,56.0,4.41,4.37,2.73,Antwerp,1014
17681,1.02,Ideal,G,VS1,61.0,57.0,6.48,6.5,3.96,Antwerp,7324
17682,1.03,Ideal,G,SI1,60.1,59.0,6.6,6.57,3.96,Antwerp,5111
17683,1.27,Ideal,E,VS2,61.8,55.0,7.03,6.92,4.31,Antwerp,6543
17684,0.65,Ideal,E,IF,62.3,56.0,5.52,5.56,3.45,Antwerp,4184
17685,0.43,Very Good,G,VS1,60.9,57.0,4.88,4.91,2.98,Antwerp,943
17686,0.3,Ideal,E,VS1,61.6,57.0,4.33,4.3,2.66,Antwerp,936
17687,0.7,Premium,F,SI1,61.6,55.0,5.7,5.66,3.5,Antwerp,2348
17688,0.33,Ideal,F,IF,61.2,56.0,4.47,4.49,2.74,Antwerp,1240
17689,0.79,Ideal,I,VS1,62.2,57.0,5.89,5.94,3.68,Antwerp,2958
17690,0.42,Ideal,G,VVS1,62.8,55.0,4.78,4.8,3.01,Antwerp,1245
17691,1.23,Ideal,H,VS2,62.2,55.0,6.85,6.81,4.25,Antwerp,7260
17692,0.3,Ideal,G,SI2,60.6,56.0,4.35,4.4,2.65,Antwerp,405
17693,0.4,Ideal,D,VS2,60.4,56.0,4.77,4.73,2.87,Antwerp,1050
17694,1.01,Very Good,F,SI2,63.4,54.0,6.42,6.39,4.06,Antwerp,4270
17695,2.14,Very Good,E,SI2,61.5,58.0,8.24,8.31,5.09,Antwerp,18125
17696,0.91,Premium,D,SI2,62.3,57.0,6.22,6.14,3.85,Antwerp,3781
17697,0.72,Very Good,G,SI1,62.5,60.0,5.69,5.73,3.57,Antwerp,2488
17698,1.03,Premium,G,SI2,63.0,60.0,6.39,6.35,4.01,Antwerp,3824
17699,1.2,Good,E,SI1,59.9,64.0,6.84,6.79,4.08,Antwerp,6653
17700,0.9,Good,F,SI2,63.2,56.0,6.15,6.2,3.9,Antwerp,3318
17701,1.16,Ideal,D,SI2,62.1,54.0,6.79,6.74,4.2,Antwerp,5898
17702,1.5,Ideal,I,SI1,62.3,55.0,7.35,7.31,4.57,Antwerp,8736
17703,0.31,Premium,F,SI1,62.7,58.0,4.33,4.31,2.71,Antwerp,663
17704,1.01,Very Good,H,SI1,62.5,58.0,6.35,6.38,3.98,Antwerp,4306
17705,0.71,Ideal,D,SI2,61.6,55.0,5.74,5.76,3.54,Antwerp,2767
17706,0.53,Very Good,F,SI1,60.9,60.0,5.16,5.22,3.16,Antwerp,1322
17707,1.1,Ideal,F,VVS2,61.2,56.0,6.65,6.68,4.08,Antwerp,9641
17708,0.41,Premium,G,VS2,61.0,56.0,4.83,4.81,2.94,Antwerp,1061
17709,0.41,Premium,E,SI2,61.7,58.0,4.8,4.76,2.95,Antwerp,953
17710,0.52,Ideal,G,VS1,60.4,57.0,5.21,5.24,3.16,Antwerp,1887
17711,0.7,Good,I,I1,63.9,62.0,5.62,5.57,3.58,Antwerp,1111
17712,0.42,Premium,G,VS2,62.0,58.0,4.77,4.81,2.97,Antwerp,847
17713,1.01,Ideal,G,SI1,63.0,57.0,6.37,6.4,4.02,Antwerp,5555
17714,0.32,Ideal,F,VVS1,60.3,57.0,4.42,4.44,2.67,Antwerp,912
17715,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,Antwerp,2650
17716,0.6,Ideal,F,VVS2,61.8,57.0,5.36,5.42,3.33,Antwerp,2298
17717,1.03,Very Good,D,VS2,63.3,57.0,6.39,6.44,4.06,Antwerp,7102
17718,0.31,Very Good,D,SI1,63.4,58.0,4.35,4.32,2.75,Antwerp,732
17719,0.8,Ideal,D,VS2,61.0,57.0,5.96,6.0,3.65,Antwerp,4170
17720,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,Antwerp,435
17721,1.01,Very Good,F,SI1,63.5,57.0,6.38,6.31,4.03,Antwerp,5713
17722,1.01,Ideal,I,SI2,61.9,55.0,6.45,6.38,3.97,Antwerp,3733
17723,0.39,Premium,J,VS2,61.3,60.0,4.65,4.68,2.86,Antwerp,581
17724,0.34,Ideal,H,VS2,60.4,57.0,4.54,4.57,2.75,Antwerp,555
17725,1.51,Ideal,E,VS2,61.1,57.0,7.43,7.41,4.53,Antwerp,13157
17726,0.52,Ideal,D,SI1,62.2,54.0,5.14,5.18,3.21,Antwerp,1429
17727,1.53,Ideal,G,SI2,61.7,57.0,7.44,7.41,4.58,Antwerp,7240
17728,0.9,Very Good,D,VS1,63.4,58.0,6.15,6.09,3.88,Antwerp,5511
17729,2.01,Very Good,J,SI1,62.4,59.0,8.02,8.08,5.02,Antwerp,12392
17730,0.9,Good,F,VVS1,64.2,56.0,6.07,6.02,3.88,Antwerp,6124
17731,0.4,Very Good,G,VVS1,60.6,58.0,4.69,4.78,2.87,Antwerp,1008
17732,1.02,Very Good,F,VS2,63.2,57.0,6.34,6.41,4.03,Antwerp,6659
17733,1.01,Premium,G,VS2,63.0,56.0,6.41,6.35,4.02,Antwerp,5864
17734,1.7,Premium,I,SI1,59.7,60.0,7.77,7.72,4.62,Antwerp,10501
17735,0.72,Good,E,SI1,63.7,58.0,5.71,5.66,3.62,Antwerp,2361
17736,0.72,Very Good,F,VVS2,63.6,59.0,5.65,5.7,3.61,Antwerp,3420
17737,0.32,Good,D,SI1,63.8,56.0,4.35,4.33,2.77,Antwerp,756
17738,0.51,Very Good,E,VVS2,62.1,55.0,5.14,5.16,3.2,Antwerp,2056
17739,0.51,Ideal,F,VS2,61.6,57.0,5.14,5.15,3.17,Antwerp,1661
17740,0.75,Premium,G,SI1,60.9,58.0,5.87,5.83,3.56,Antwerp,2631
17741,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,Antwerp,12829
17742,0.51,Ideal,E,SI1,61.5,57.0,5.11,5.16,3.16,Antwerp,1682
17743,0.8,Very Good,H,SI2,63.4,58.0,5.87,5.84,3.71,Antwerp,2502
17744,1.0,Fair,F,VS1,67.0,52.0,6.12,6.08,4.09,Antwerp,4984
17745,1.09,Very Good,D,SI2,61.9,61.0,6.54,6.58,4.06,Antwerp,3890
17746,1.01,Ideal,I,VS2,59.9,61.0,6.49,6.53,3.9,Antwerp,4685
17747,1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,Antwerp,4028
17748,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,Antwerp,15076
17749,1.02,Ideal,F,VS2,62.9,57.0,6.42,6.33,4.01,Antwerp,6509
17750,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,Antwerp,1243
17751,0.3,Premium,E,VS2,62.0,59.0,4.31,4.27,2.66,Antwerp,844
17752,1.01,Fair,J,VS2,59.6,62.0,6.54,6.49,3.88,Antwerp,3886
17753,1.15,Premium,H,SI1,60.9,57.0,6.8,6.72,4.12,Antwerp,5139
17754,0.4,Good,I,VVS1,63.9,56.0,4.68,4.64,2.98,Antwerp,1080
17755,1.52,Premium,E,SI2,60.8,60.0,7.42,7.36,4.49,Antwerp,9193
17756,1.05,Ideal,H,SI2,61.8,58.0,6.52,6.55,4.04,Antwerp,4604
17757,0.3,Good,J,VS1,63.5,58.0,4.24,4.27,2.7,Antwerp,394
17758,1.04,Very Good,I,SI1,64.1,57.0,6.35,6.38,4.08,Antwerp,4190
17759,2.04,Premium,H,SI1,63.0,58.0,8.1,8.03,5.08,Antwerp,18115
17760,0.24,Very Good,E,VVS1,62.0,60.0,3.96,4.01,2.47,Antwerp,485
17761,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,Antwerp,4189
17762,1.01,Premium,G,VS1,60.9,58.0,6.43,6.47,3.93,Antwerp,6759
17763,0.38,Ideal,E,VVS2,61.6,55.0,4.72,4.67,2.89,Antwerp,1176
17764,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,Antwerp,11419
17765,1.2,Good,I,SI1,63.5,60.7,6.71,6.75,4.27,Antwerp,5280
17766,1.06,Very Good,F,VS2,62.2,57.0,6.53,6.58,4.08,Antwerp,6823
17767,0.56,Ideal,H,VVS1,62.3,55.0,5.3,5.26,3.29,Antwerp,1882
17768,1.51,Good,E,SI1,60.4,61.0,7.33,7.37,4.44,Antwerp,10088
17769,1.71,Premium,J,SI1,61.7,59.0,7.63,7.7,4.73,Antwerp,8690
17770,1.11,Very Good,E,SI2,61.6,61.0,6.61,6.66,4.09,Antwerp,4102
17771,0.5,Ideal,E,VS2,62.1,54.0,5.11,5.13,3.18,Antwerp,1624
17772,0.54,Ideal,E,VS2,61.8,55.0,5.26,5.22,3.24,Antwerp,1684
17773,0.48,Good,J,SI1,64.4,58.0,4.87,4.92,3.15,Antwerp,991
17774,0.73,Ideal,E,SI2,60.9,57.0,5.8,5.83,3.54,Antwerp,2559
17775,0.51,Premium,E,VS2,62.5,59.0,5.11,5.06,3.18,Antwerp,1781
17776,1.04,Premium,E,SI2,61.6,59.0,6.55,6.57,4.04,Antwerp,4164
17777,0.66,Ideal,H,VS2,61.4,56.0,5.62,5.65,3.46,Antwerp,2178
17778,1.2,Ideal,I,VS2,61.1,58.0,6.83,6.86,4.18,Antwerp,6303
17779,1.06,Very Good,E,VS2,61.0,60.0,6.57,6.53,4.0,Antwerp,7079
17780,0.9,Premium,H,SI1,60.7,59.0,6.26,6.19,3.78,Antwerp,3730
17781,0.38,Ideal,F,SI2,62.1,56.0,4.62,4.65,2.88,Antwerp,602
17782,1.63,Premium,I,VS1,60.9,58.0,7.63,7.58,4.63,Antwerp,8900
17783,2.02,Very Good,H,SI2,60.8,60.0,8.07,8.15,4.93,Antwerp,14498
17784,0.71,Ideal,G,VS2,59.5,57.0,5.81,5.8,3.46,Antwerp,2974
17785,0.54,Very Good,F,SI1,59.3,60.0,5.32,5.37,3.17,Antwerp,1376
17786,0.9,Very Good,E,SI2,59.4,58.0,6.31,6.35,3.76,Antwerp,3872
17787,0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,Antwerp,1774
17788,0.92,Good,G,SI1,60.6,60.0,6.29,6.32,3.82,Antwerp,4089
17789,0.2,Premium,E,SI2,60.2,62.0,3.79,3.75,2.27,Antwerp,345
17790,0.72,Very Good,D,VS2,62.6,59.0,5.69,5.72,3.57,Antwerp,3075
17791,0.32,Ideal,G,VVS2,62.6,57.0,4.34,4.38,2.73,Antwerp,730
17792,0.7,Good,F,SI1,63.2,57.0,5.62,5.68,3.57,Antwerp,2401
17793,0.28,Good,F,VVS2,64.9,57.0,4.13,4.16,2.69,Antwerp,492
17794,0.82,Premium,H,SI2,59.5,62.0,6.13,6.07,3.63,Antwerp,2499
17795,1.21,Premium,H,SI1,62.8,59.0,6.72,6.68,4.21,Antwerp,5793
17796,2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,Antwerp,16872
17797,1.39,Premium,G,SI1,61.3,59.0,7.24,7.15,4.41,Antwerp,7991
17798,1.13,Premium,D,VS2,61.7,58.0,6.7,6.65,4.12,Antwerp,7751
17799,1.05,Ideal,F,VS2,61.6,54.0,6.54,6.58,4.04,Antwerp,6810
17800,0.26,Very Good,E,VVS2,61.5,58.0,4.08,4.12,2.52,Antwerp,597
17801,1.04,Premium,D,VS1,60.8,58.0,6.53,6.5,3.96,Antwerp,7041
17802,0.42,Ideal,D,VVS2,62.6,56.0,4.79,4.77,2.99,Antwerp,1389
17803,0.78,Ideal,G,VS2,61.1,56.0,5.89,5.96,3.62,Antwerp,3343
17804,0.34,Ideal,G,VS2,62.2,55.0,4.5,4.47,2.79,Antwerp,765
17805,0.34,Ideal,E,VS2,62.4,54.0,4.49,4.48,2.8,Antwerp,956
17806,0.9,Fair,E,VS2,65.2,61.0,6.01,5.98,3.91,Antwerp,3875
17807,1.64,Very Good,F,SI1,62.8,59.0,7.51,7.53,4.72,Antwerp,12555
17808,0.53,Ideal,H,VS2,61.4,55.4,5.19,5.24,3.2,Antwerp,1417
17809,0.31,Ideal,F,VVS1,62.0,55.0,4.34,4.37,2.7,Antwerp,828
17810,0.7,Ideal,H,SI1,61.1,58.0,5.69,5.7,3.48,Antwerp,2107
17811,0.56,Ideal,E,VS2,61.9,56.0,5.27,5.32,3.28,Antwerp,1819
17812,0.28,Very Good,E,VS1,61.8,55.0,4.21,4.24,2.61,Antwerp,489
17813,0.3,Ideal,E,VVS2,62.3,56.0,4.28,4.32,2.68,Antwerp,766
17814,1.01,Good,F,SI1,63.6,58.0,6.31,6.37,4.03,Antwerp,4899
17815,0.71,Premium,I,SI2,60.3,58.0,5.72,5.78,3.47,Antwerp,1821
17816,0.71,Good,I,VVS2,63.1,58.0,5.64,5.71,3.58,Antwerp,2428
17817,0.92,Premium,F,SI2,58.9,59.0,6.38,6.35,3.75,Antwerp,3282
17818,1.14,Ideal,H,SI1,62.2,57.0,6.73,6.67,4.17,Antwerp,4916
17819,0.5,Very Good,E,SI1,61.1,55.0,5.1,5.15,3.13,Antwerp,1337
17820,0.79,Premium,H,VS2,62.6,61.0,5.9,5.86,3.68,Antwerp,2726
17821,0.33,Ideal,G,VVS1,61.0,56.0,4.49,4.52,2.75,Antwerp,971
17822,0.38,Very Good,D,VS2,58.7,61.0,4.74,4.77,2.79,Antwerp,871
17823,0.5,Ideal,D,VS2,61.9,57.0,5.09,5.06,3.14,Antwerp,1845
17824,0.79,Ideal,G,VS1,62.0,56.0,5.91,5.93,3.67,Antwerp,3413
17825,0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,Antwerp,601
17826,1.02,Premium,F,SI1,59.2,58.0,6.53,6.5,3.86,Antwerp,5038
17827,0.36,Premium,E,VVS2,61.7,59.0,4.56,4.52,2.8,Antwerp,1102
17828,0.53,Good,D,SI2,63.9,55.0,5.14,5.1,3.27,Antwerp,1318
17829,1.51,Premium,H,VS1,59.6,60.0,7.5,7.41,4.44,Antwerp,10655
17830,1.3,Very Good,I,VS2,61.8,56.0,6.98,7.04,4.33,Antwerp,7087
17831,1.24,Premium,I,SI1,62.4,59.0,6.89,6.87,4.29,Antwerp,4791
17832,1.54,Premium,E,SI1,62.7,58.0,7.37,7.3,4.6,Antwerp,10314
17833,0.7,Very Good,E,SI2,61.5,60.0,5.65,5.7,3.49,Antwerp,2263
17834,0.42,Very Good,F,VS1,61.9,55.0,4.78,4.82,2.97,Antwerp,1031
17835,0.71,Premium,F,VS1,62.7,59.0,5.7,5.62,3.55,Antwerp,2839
17836,0.5,Fair,H,SI1,62.3,60.0,5.09,5.06,3.16,Antwerp,1078
17837,0.58,Ideal,G,VS1,61.5,55.0,5.36,5.41,3.31,Antwerp,1911
17838,0.5,Very Good,F,VS2,62.5,56.0,5.06,5.09,3.17,Antwerp,1436
17839,1.09,Premium,I,SI2,61.3,55.0,6.66,6.62,4.07,Antwerp,4120
17840,0.43,Very Good,E,SI1,62.9,56.0,4.8,4.83,3.03,Antwerp,792
17841,0.55,Ideal,G,SI2,61.8,55.0,5.27,5.32,3.27,Antwerp,1228
17842,0.51,Premium,F,VS2,61.4,58.0,5.13,5.09,3.14,Antwerp,1619
17843,0.7,Good,I,VS2,57.5,62.0,5.81,5.78,3.33,Antwerp,2268
17844,0.32,Premium,G,VS2,62.4,59.0,4.36,4.33,2.71,Antwerp,720
17845,0.4,Ideal,E,SI1,60.5,57.0,4.77,4.81,2.9,Antwerp,737
17846,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,Antwerp,567
17847,0.43,Premium,F,SI1,60.5,60.0,4.88,4.84,2.94,Antwerp,1016
17848,1.55,Ideal,E,SI2,62.3,55.0,7.44,7.37,4.61,Antwerp,6901
17849,0.7,Premium,F,SI1,61.2,59.0,5.7,5.64,3.47,Antwerp,2239
17850,0.4,Very Good,E,VS1,62.6,56.0,4.67,4.72,2.94,Antwerp,1053
17851,1.0,Good,G,VS2,56.7,62.0,6.64,6.59,3.75,Antwerp,4838
17852,1.22,Premium,I,VS2,62.9,58.0,6.8,6.75,4.26,Antwerp,5649
17853,0.53,Ideal,D,VS2,60.6,57.0,5.28,5.24,3.19,Antwerp,1956
17854,0.3,Very Good,D,SI1,62.2,61.0,4.24,4.28,2.65,Antwerp,552
17855,2.1,Ideal,H,SI2,63.0,57.0,8.13,8.08,5.11,Antwerp,16629
17856,0.34,Very Good,E,VS1,62.3,53.0,4.47,4.52,2.8,Antwerp,784
17857,0.73,Ideal,E,VS2,62.2,59.0,5.74,5.77,3.58,Antwerp,3198
17858,0.9,Ideal,I,VS1,61.6,56.0,6.22,6.16,3.81,Antwerp,3677
17859,0.3,Very Good,G,SI1,62.1,58.0,4.26,4.28,2.65,Antwerp,432
17860,0.3,Good,H,VS1,63.2,56.0,4.25,4.29,2.7,Antwerp,526
17861,0.8,Premium,G,IF,62.6,58.0,5.93,5.89,3.7,Antwerp,4193
17862,1.01,Good,D,SI1,64.1,60.0,6.27,6.3,4.03,Antwerp,4821
17863,1.01,Good,D,VS2,64.1,57.0,6.32,6.22,4.02,Antwerp,4466
17864,0.54,Premium,G,SI1,60.3,57.0,5.4,5.24,3.21,Antwerp,1389
17865,2.06,Ideal,I,SI2,63.3,54.0,8.09,8.14,5.13,Antwerp,14505
17866,0.54,Premium,G,SI2,61.4,59.0,5.21,5.24,3.21,Antwerp,1090
17867,0.3,Very Good,G,VVS1,60.6,61.0,4.33,4.35,2.63,Antwerp,789
17868,1.51,Premium,E,VS2,60.7,60.0,7.46,7.37,4.5,Antwerp,14844
17869,1.37,Premium,G,SI2,59.6,60.0,7.24,7.18,4.3,Antwerp,6495
17870,0.31,Very Good,H,VVS1,61.2,56.0,4.37,4.39,2.68,Antwerp,651
17871,0.35,Very Good,G,VS1,60.7,61.0,4.54,4.58,2.77,Antwerp,706
17872,0.72,Very Good,E,SI1,60.0,57.0,5.8,5.84,3.49,Antwerp,2479
17873,1.13,Very Good,E,SI2,63.4,59.0,6.53,6.59,4.16,Antwerp,5147
17874,0.9,Good,G,SI1,64.2,58.0,6.04,6.01,3.87,Antwerp,3250
17875,0.52,Ideal,E,VVS2,61.3,56.0,5.18,5.2,3.18,Antwerp,2675
17876,1.5,Good,J,SI2,63.6,57.0,7.3,7.23,4.62,Antwerp,6750
17877,0.35,Very Good,G,VVS2,62.4,56.0,4.47,4.53,2.81,Antwerp,798
17878,0.61,Ideal,E,VVS1,62.2,56.0,5.43,5.47,3.39,Antwerp,3084
17879,0.37,Ideal,G,VS2,61.5,56.0,4.59,4.64,2.84,Antwerp,649
17880,2.01,Fair,D,SI2,59.4,66.0,8.2,8.17,4.86,Antwerp,15627
17881,0.7,Ideal,E,VS1,61.8,56.0,5.74,5.69,3.53,Antwerp,2837
17882,0.41,Premium,G,VVS1,59.9,59.0,4.83,4.79,2.88,Antwerp,1230
17883,0.4,Good,D,SI2,63.9,53.0,4.68,4.71,3.0,Antwerp,622
17884,0.39,Very Good,F,SI1,60.0,57.0,4.76,4.8,2.86,Antwerp,704
17885,1.0,Premium,G,VS2,63.0,59.0,6.45,6.32,4.02,Antwerp,5967
17886,0.32,Ideal,I,VVS1,62.4,55.0,4.34,4.38,2.72,Antwerp,589
17887,0.7,Premium,G,SI1,61.4,60.0,5.69,5.74,3.51,Antwerp,2394
17888,0.33,Premium,D,VVS2,62.6,56.0,4.47,4.44,2.79,Antwerp,1002
17889,0.32,Premium,H,VVS1,62.5,58.0,4.33,4.37,2.72,Antwerp,730
17890,1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,Antwerp,4884
17891,0.35,Ideal,F,VS2,62.1,56.0,4.57,4.54,2.83,Antwerp,906
17892,0.74,Premium,D,VS2,62.4,57.0,5.8,5.74,3.6,Antwerp,2855
17893,0.91,Ideal,E,SI2,60.8,56.0,6.25,6.29,3.81,Antwerp,3968
17894,0.41,Good,J,VS2,64.0,59.0,4.71,4.64,2.99,Antwerp,732
17895,0.57,Premium,G,VS1,62.4,58.0,5.29,5.32,3.31,Antwerp,1851
17896,0.55,Ideal,G,VVS2,62.0,57.0,5.22,5.26,3.25,Antwerp,2022
17897,0.33,Ideal,H,SI2,61.4,56.0,4.85,4.79,2.95,Antwerp,554
17898,0.5,Fair,G,VS1,65.7,63.0,4.97,4.87,3.23,Antwerp,1257
17899,1.03,Premium,E,SI2,61.0,60.0,6.46,6.53,3.96,Antwerp,4441
17900,0.7,Very Good,F,VS2,62.8,57.0,5.64,5.69,3.56,Antwerp,2744
17901,0.38,Ideal,G,VS1,60.8,56.0,4.66,4.71,2.85,Antwerp,833
17902,1.01,Ideal,H,VS1,59.8,59.0,6.52,6.56,3.91,Antwerp,5550
17903,1.24,Very Good,I,VS2,62.7,55.0,6.82,6.87,4.29,Antwerp,5836
17904,0.44,Good,G,IF,58.5,61.0,4.99,5.03,2.93,Antwerp,1407
17905,0.55,Ideal,F,VS1,62.0,55.0,5.26,5.29,3.27,Antwerp,1881
17906,1.51,Very Good,I,SI1,62.7,61.0,7.27,7.33,4.58,Antwerp,8637
17907,0.76,Premium,E,SI1,58.3,62.0,6.12,5.95,3.52,Antwerp,2937
17908,0.5,Premium,F,VS1,61.8,60.0,5.1,5.06,3.14,Antwerp,1838
17909,0.32,Premium,H,VVS1,62.7,57.0,4.41,4.36,2.75,Antwerp,936
17910,0.3,Ideal,H,SI1,62.6,53.1,4.27,4.3,2.69,Antwerp,475
17911,0.76,Premium,E,SI1,61.8,58.0,5.82,5.86,3.61,Antwerp,2789
17912,1.07,Very Good,H,VS2,62.7,57.0,6.48,6.53,4.08,Antwerp,5264
17913,0.5,Ideal,F,SI1,59.9,56.0,5.36,5.09,3.13,Antwerp,1378
